Marital_status,Daytime_evening_attendance,Previous_qualification_grade,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Status
Lajang,Siang,137.0,143.3,Ya,Tidak,Ya,Perempuan,Tidak,18,0,0,0,0.0,0,0,0,0.0,Enrolled
Lajang,Siang,160.0,160.0,Ya,Tidak,Ya,Perempuan,Tidak,22,6,13,6,15.0,6,7,6,13.142857142857142,Graduate
Lajang,Siang,112.0,111.0,Tidak,Tidak,Ya,Perempuan,Tidak,21,6,8,5,13.2,6,9,5,14.333333333333334,Graduate
Lajang,Siang,133.0,128.5,Ya,Tidak,Ya,Perempuan,Ya,18,6,14,2,11.0,6,14,3,10.333333333333334,Droupout
Lajang,Siang,142.0,133.0,Tidak,Tidak,Ya,Perempuan,Ya,20,8,8,7,14.565714285714288,8,8,7,14.565714285714288,Graduate
Lajang,Siang,123.0,114.6,Ya,Ya,Tidak,Perempuan,Tidak,18,5,8,3,12.0,5,6,4,10.75,Droupout
Lajang,Siang,103.0,104.1,Tidak,Tidak,Ya,Perempuan,Tidak,20,6,6,0,0.0,5,5,0,0.0,Droupout
Lajang,Siang,140.0,127.6,Ya,Tidak,Ya,Perempuan,Tidak,23,7,7,6,13.796666666666669,8,11,7,13.775,Graduate
Lajang,Siang,159.0,151.0,Ya,Tidak,Ya,Perempuan,Tidak,18,6,6,6,14.833333333333334,6,6,6,15.333333333333334,Graduate
Lajang,Siang,140.0,135.7,Ya,Tidak,Ya,Perempuan,Tidak,20,6,6,6,12.833333333333334,6,6,6,13.833333333333334,Graduate
Lajang,Siang,148.0,137.8,Ya,Tidak,Ya,Perempuan,Ya,18,8,8,7,14.962857142857144,8,8,7,14.962857142857144,Graduate
Lajang,Siang,112.0,117.3,Ya,Tidak,Ya,Perempuan,Tidak,20,5,8,4,12.0,5,8,5,11.2,Graduate
Lajang,Siang,131.0,121.2,Ya,Tidak,Ya,Perempuan,Tidak,18,7,8,7,12.4,8,9,8,12.8,Graduate
Lajang,Siang,145.0,129.3,Ya,Tidak,Ya,Perempuan,Tidak,20,6,7,6,15.571428571428571,6,6,6,17.166666666666668,Graduate
Lajang,Siang,133.1,123.0,Ya,Tidak,Ya,Perempuan,Tidak,19,8,8,7,13.714285714285714,8,8,7,13.714285714285714,Graduate
Lajang,Siang,140.0,140.0,Tidak,Tidak,Ya,Perempuan,Tidak,21,6,9,6,13.142857142857142,6,9,6,12.166666666666666,Graduate
Menikah,Siang,140.0,140.0,Tidak,Tidak,Ya,Perempuan,Tidak,33,6,7,6,15.0,6,8,3,11.0,Graduate
Lajang,Siang,150.0,144.6,Tidak,Ya,Tidak,Perempuan,Tidak,24,5,6,1,13.0,5,5,0,0.0,Droupout
Lajang,Siang,120.0,118.3,Tidak,Tidak,Ya,Perempuan,Ya,20,11,12,11,12.0,11,14,11,12.75,Graduate
Lajang,Siang,156.0,153.6,Ya,Tidak,Ya,Perempuan,Tidak,18,0,0,0,0.0,0,0,0,0.0,Graduate
Lajang,Siang,167.0,158.3,Ya,Tidak,Ya,Perempuan,Tidak,18,6,6,6,15.166666666666666,6,6,6,14.166666666666666,Graduate
Lajang,Malam,133.1,100.0,Tidak,Ya,Ya,Perempuan,Tidak,29,6,9,4,12.0,6,13,2,10.5,Droupout
Lajang,Siang,147.0,134.9,Tidak,Tidak,Ya,Perempuan,Tidak,18,7,7,7,13.642857142857142,8,11,8,14.772727272727272,Graduate
Lajang,Siang,129.0,142.0,Ya,Tidak,Ya,Perempuan,Tidak,19,6,8,6,12.666666666666666,6,7,6,12.714285714285714,Graduate
Lajang,Siang,136.0,127.3,Ya,Tidak,Ya,Perempuan,Tidak,19,0,0,0,0.0,0,0,0,0.0,Droupout
Lajang,Siang,128.0,116.5,Tidak,Tidak,Ya,Perempuan,Ya,18,6,8,5,10.8,6,9,6,10.5,Graduate
Lajang,Siang,140.0,138.6,Tidak,Tidak,Ya,Perempuan,Ya,19,7,9,6,14.25,8,11,8,13.063636363636364,Graduate
Lajang,Siang,141.0,133.0,Tidak,Tidak,Ya,Perempuan,Tidak,20,14,22,12,12.153846153846152,12,18,10,12.9,Droupout
Lajang,Siang,133.0,136.2,Ya,Tidak,Ya,Perempuan,Tidak,19,6,14,1,11.5,6,12,2,10.5,Enrolled
Lajang,Siang,125.0,118.0,Ya,Tidak,Ya,Perempuan,Ya,19,6,10,4,12.25,6,9,3,12.333333333333334,Graduate
Lajang,Siang,124.0,126.8,Tidak,Tidak,Ya,Perempuan,Ya,18,6,8,6,12.0,6,12,5,11.142857142857142,Enrolled
Lajang,Siang,140.0,128.5,Ya,Tidak,Ya,Perempuan,Ya,18,8,8,8,13.40375,8,8,8,13.40375,Graduate
Lajang,Siang,140.0,129.9,Tidak,Tidak,Ya,Perempuan,Ya,19,6,15,6,11.333333333333334,6,9,3,12.666666666666666,Graduate
Lajang,Siang,137.0,125.8,Tidak,Ya,Ya,Laki-Laki,Tidak,20,6,7,5,12.2,6,6,6,12.333333333333334,Droupout
Lajang,Siang,144.0,129.3,Ya,Tidak,Ya,Laki-Laki,Ya,18,0,0,0,0.0,0,0,0,0.0,Enrolled
Lajang,Siang,138.0,124.7,Ya,Tidak,Ya,Laki-Laki,Tidak,18,7,0,0,0.0,8,0,0,0.0,Droupout
Lajang,Siang,130.0,154.9,Tidak,Ya,Tidak,Laki-Laki,Tidak,35,6,8,5,16.166666666666668,6,10,4,16.0,Droupout
Lajang,Siang,142.0,127.3,Tidak,Tidak,Ya,Laki-Laki,Tidak,18,5,10,3,11.0,5,6,3,11.0,Enrolled
Lajang,Siang,136.0,129.0,Ya,Tidak,Ya,Laki-Laki,Ya,19,0,0,0,0.0,0,0,0,0.0,Graduate
Lajang,Siang,133.1,98.0,Ya,Tidak,Ya,Laki-Laki,Ya,19,6,8,4,12.0,6,8,6,12.285714285714286,Enrolled
Lajang,Siang,130.0,122.0,Ya,Tidak,Ya,Laki-Laki,Tidak,20,5,8,2,10.5,5,11,4,12.25,Enrolled
Lajang,Siang,117.0,112.5,Ya,Tidak,Ya,Laki-Laki,Tidak,19,6,7,3,11.666666666666666,6,13,4,10.333333333333334,Enrolled
Lajang,Siang,136.0,127.3,Ya,Tidak,Ya,Laki-Laki,Tidak,19,5,8,3,11.0,5,7,2,10.0,Droupout
Lajang,Siang,133.1,100.5,Tidak,Tidak,Ya,Laki-Laki,Tidak,24,7,18,0,0.0,7,13,0,0.0,Droupout
Lajang,Malam,140.0,122.0,Ya,Ya,Tidak,Laki-Laki,Tidak,29,6,11,4,12.5,6,7,0,0.0,Droupout
Lajang,Siang,150.0,140.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,24,7,11,7,11.294444444444444,8,22,2,12.6,Graduate
Lajang,Siang,121.0,116.1,Ya,Tidak,Ya,Laki-Laki,Tidak,19,6,8,5,11.2,6,11,4,12.5,Graduate
Menikah,Siang,120.0,130.0,Ya,Tidak,Ya,Laki-Laki,Tidak,37,0,0,0,0.0,0,0,0,0.0,Droupout
Lajang,Siang,143.0,146.2,Ya,Tidak,Ya,Laki-Laki,Tidak,18,6,7,5,13.2,6,6,5,11.8,Graduate
Lajang,Siang,180.0,180.0,Tidak,Tidak,Ya,Laki-Laki,Ya,20,7,12,6,14.142857142857142,6,10,6,14.125,Enrolled
Lajang,Siang,132.0,127.8,Ya,Tidak,Tidak,Laki-Laki,Tidak,18,5,0,0,0.0,5,0,0,0.0,Droupout
Lajang,Siang,130.0,130.8,Tidak,Tidak,Ya,Laki-Laki,Tidak,22,5,5,0,0.0,5,9,3,13.333333333333334,Enrolled
Lajang,Siang,133.1,109.0,Ya,Tidak,Ya,Laki-Laki,Ya,22,5,7,3,12.333333333333334,5,9,3,10.571428571428571,Enrolled
Lajang,Siang,131.0,132.4,Ya,Ya,Tidak,Laki-Laki,Tidak,18,6,6,0,0.0,6,0,0,0.0,Droupout
Lajang,Siang,149.0,129.3,Ya,Tidak,Ya,Laki-Laki,Tidak,18,8,8,7,13.1,8,8,7,13.1,Graduate
Lajang,Siang,124.0,125.4,Ya,Tidak,Ya,Laki-Laki,Tidak,19,6,6,6,13.5,6,6,6,13.166666666666666,Graduate
Lajang,Siang,126.0,130.2,Tidak,Tidak,Ya,Laki-Laki,Tidak,19,5,7,5,10.2,5,8,3,12.0,Enrolled
Lajang,Siang,140.0,132.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,19,6,10,5,11.571428571428571,6,10,3,13.0,Droupout
Lajang,Siang,170.0,170.0,Ya,Ya,Ya,Laki-Laki,Tidak,21,6,7,6,15.285714285714286,6,6,6,15.166666666666666,Graduate
Lajang,Siang,133.0,130.2,Tidak,Tidak,Ya,Laki-Laki,Tidak,19,6,9,5,12.6,10,16,8,11.0,Enrolled
Lajang,Siang,126.0,115.5,Tidak,Tidak,Ya,Laki-Laki,Tidak,18,7,11,6,13.433333333333332,7,10,4,13.6,Graduate
Lajang,Siang,129.0,127.6,Ya,Tidak,Ya,Laki-Laki,Tidak,19,5,8,5,11.6,5,9,3,11.0,Droupout
Lajang,Siang,140.0,140.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,25,6,6,6,14.666666666666666,6,6,6,13.5,Graduate
Lajang,Siang,130.0,120.2,Ya,Tidak,Ya,Laki-Laki,Tidak,22,6,9,6,14.666666666666666,6,12,6,14.666666666666666,Graduate
Lajang,Siang,130.0,150.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,24,8,8,7,12.742857142857144,8,8,7,12.742857142857144,Graduate
Lajang,Siang,99.0,100.0,Ya,Tidak,Ya,Laki-Laki,Tidak,19,7,9,7,11.975,8,9,7,13.12857142857143,Graduate
Lajang,Siang,146.0,100.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,18,5,9,4,12.25,5,11,3,11.666666666666666,Enrolled
Lajang,Siang,129.0,128.0,Tidak,Tidak,Tidak,Laki-Laki,Tidak,20,0,0,0,0.0,0,0,0,0.0,Droupout
Lajang,Siang,132.0,128.0,Ya,Tidak,Ya,Laki-Laki,Ya,19,8,8,7,14.935714285714283,8,8,7,14.935714285714283,Graduate
Lajang,Siang,110.0,107.2,Ya,Tidak,Ya,Laki-Laki,Tidak,19,6,16,2,10.5,6,15,4,10.0,Droupout
Lajang,Siang,116.0,110.1,Ya,Tidak,Ya,Laki-Laki,Tidak,19,6,9,5,13.333333333333334,6,6,5,13.0,Graduate
Lajang,Siang,119.0,119.0,Tidak,Ya,Ya,Laki-Laki,Tidak,23,6,6,0,0.0,6,8,0,0.0,Droupout
Menikah,Siang,120.0,155.5,Tidak,Tidak,Ya,Laki-Laki,Tidak,47,6,12,5,13.8,6,13,4,14.0,Droupout
Lajang,Siang,117.0,118.4,Tidak,Tidak,Ya,Laki-Laki,Tidak,19,6,6,6,11.833333333333334,6,8,4,10.75,Graduate
Lajang,Siang,137.0,141.2,Ya,Tidak,Ya,Laki-Laki,Tidak,19,0,0,0,0.0,0,0,0,0.0,Graduate
Lajang,Siang,124.0,119.1,Ya,Tidak,Ya,Laki-Laki,Tidak,18,0,0,0,0.0,0,0,0,0.0,Droupout
Lajang,Siang,151.0,111.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,28,5,9,2,10.0,5,9,0,0.0,Droupout
Lajang,Siang,138.6,138.6,Ya,Tidak,Ya,Laki-Laki,Tidak,20,6,10,4,11.5,6,11,3,11.666666666666666,Droupout
Lajang,Siang,118.0,121.2,Tidak,Tidak,Ya,Laki-Laki,Ya,18,6,12,3,10.666666666666666,6,9,4,12.0,Enrolled
Lajang,Siang,136.0,150.4,Ya,Tidak,Ya,Laki-Laki,Ya,21,0,0,0,0.0,0,0,0,0.0,Graduate
Lajang,Siang,123.0,117.8,Tidak,Tidak,Ya,Laki-Laki,Tidak,19,6,10,4,12.75,6,12,2,13.0,Enrolled
Lajang,Siang,133.1,102.5,Tidak,Ya,Tidak,Laki-Laki,Tidak,24,6,7,0,0.0,6,7,0,0.0,Droupout
Lajang,Siang,130.0,110.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,24,6,11,6,11.333333333333334,6,12,3,11.333333333333334,Enrolled
Lajang,Siang,133.1,138.3,Ya,Ya,Tidak,Laki-Laki,Tidak,25,6,6,0,0.0,6,6,0,0.0,Enrolled
Lajang,Siang,150.0,122.3,Tidak,Tidak,Ya,Laki-Laki,Tidak,28,6,10,6,13.0,6,8,5,12.2,Graduate
Menikah,Malam,130.0,127.8,Tidak,Tidak,Ya,Laki-Laki,Tidak,37,5,7,4,10.75,5,7,3,11.333333333333334,Enrolled
Lajang,Siang,128.0,100.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,19,5,8,5,12.0,5,12,2,10.5,Enrolled
Lajang,Siang,133.0,126.4,Ya,Tidak,Ya,Laki-Laki,Ya,18,7,7,7,13.462857142857144,8,8,8,13.90625,Graduate
Lajang,Siang,133.1,100.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,48,6,13,3,10.0,6,15,1,10.0,Droupout
Lajang,Siang,129.0,117.1,Ya,Tidak,Ya,Laki-Laki,Tidak,21,6,6,6,12.333333333333334,6,7,6,13.666666666666666,Graduate
Lajang,Siang,128.0,124.7,Tidak,Tidak,Ya,Laki-Laki,Ya,19,7,11,6,12.528571428571428,7,10,6,12.416666666666666,Enrolled
Lajang,Siang,136.0,124.1,Tidak,Tidak,Ya,Laki-Laki,Ya,21,8,8,0,0.0,8,8,0,0.0,Enrolled
Lajang,Siang,130.0,129.4,Ya,Ya,Tidak,Laki-Laki,Tidak,23,5,6,0,0.0,5,7,0,0.0,Droupout
Lajang,Siang,141.0,138.9,Ya,Tidak,Ya,Laki-Laki,Tidak,18,5,5,5,13.6,5,6,4,13.25,Graduate
Lajang,Siang,140.0,138.6,Tidak,Tidak,Ya,Laki-Laki,Tidak,22,6,7,6,12.333333333333334,6,6,2,14.0,Droupout
Lajang,Siang,122.0,133.9,Ya,Tidak,Ya,Laki-Laki,Tidak,25,13,16,10,11.454545454545457,11,13,7,12.25,Droupout
Lajang,Siang,140.0,140.0,Tidak,Ya,Ya,Laki-Laki,Tidak,27,13,13,8,13.5,11,12,5,14.4,Droupout
Lajang,Siang,133.1,95.1,Tidak,Tidak,Tidak,Laki-Laki,Tidak,49,5,5,0,0.0,5,6,0,0.0,Droupout
Lajang,Malam,120.0,128.2,Tidak,Tidak,Tidak,Laki-Laki,Tidak,31,5,5,2,11.0,5,0,0,0.0,Droupout
Lajang,Siang,133.1,121.5,Tidak,Tidak,Ya,Laki-Laki,Tidak,54,6,9,6,13.714285714285714,6,13,5,14.333333333333334,Droupout
Lajang,Siang,120.0,120.0,Ya,Ya,Tidak,Laki-Laki,Tidak,25,21,26,21,12.363636363636363,16,21,12,12.25,Droupout
Lajang,Siang,130.0,130.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,20,7,13,3,10.666666666666666,6,14,2,11.5,Enrolled
Lajang,Siang,120.0,120.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,28,6,9,2,12.0,6,10,3,12.666666666666666,Droupout
Menikah,Malam,133.1,107.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,41,7,7,7,12.857142857142858,6,6,6,13.166666666666666,Graduate
Lajang,Siang,122.0,116.1,Tidak,Tidak,Ya,Laki-Laki,Ya,19,6,10,6,13.125,6,9,6,12.714285714285714,Enrolled
Lajang,Siang,123.0,114.4,Tidak,Tidak,Ya,Laki-Laki,Tidak,22,5,6,0,0.0,5,8,2,11.5,Droupout
Lajang,Siang,178.0,157.7,Tidak,Tidak,Ya,Laki-Laki,Tidak,34,6,13,2,13.5,6,6,0,0.0,Droupout
Lajang,Siang,130.0,150.0,Tidak,Ya,Tidak,Laki-Laki,Tidak,28,11,14,11,15.090909090909092,10,11,10,15.0,Droupout
Lajang,Siang,110.0,114.3,Ya,Tidak,Ya,Laki-Laki,Tidak,42,6,9,5,12.4,6,10,5,11.8,Enrolled
Lajang,Siang,106.0,104.6,Tidak,Tidak,Tidak,Laki-Laki,Tidak,21,6,10,5,14.0,6,11,4,14.8,Enrolled
Lajang,Siang,140.0,140.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,50,6,8,2,13.5,6,9,1,13.0,Droupout
Lajang,Siang,108.0,109.1,Ya,Tidak,Ya,Laki-Laki,Tidak,19,5,5,0,0.0,5,5,0,0.0,Droupout
Lajang,Siang,120.0,120.6,Tidak,Tidak,Ya,Laki-Laki,Tidak,18,7,12,4,12.65,7,10,3,10.666666666666666,Droupout
Menikah,Malam,100.0,161.9,Tidak,Tidak,Ya,Laki-Laki,Tidak,59,5,7,0,0.0,5,7,0,0.0,Droupout
Menikah,Malam,140.0,140.0,Ya,Tidak,Tidak,Laki-Laki,Tidak,33,5,5,0,0.0,5,5,0,0.0,Droupout
Lajang,Siang,133.1,178.0,Ya,Tidak,Ya,Laki-Laki,Ya,23,6,8,6,13.333333333333334,6,7,5,12.8,Graduate
Menikah,Malam,133.1,138.3,Tidak,Tidak,Ya,Laki-Laki,Tidak,44,5,9,3,11.333333333333334,5,8,5,11.142857142857142,Droupout
Menikah,Malam,140.0,128.0,Ya,Tidak,Ya,Laki-Laki,Tidak,37,6,0,0,0.0,6,0,0,0.0,Droupout
Menikah,Siang,100.0,139.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,36,0,0,0,0.0,0,0,0,0.0,Droupout
Lajang,Malam,123.0,113.2,Tidak,Tidak,Tidak,Laki-Laki,Tidak,22,5,7,3,11.666666666666666,5,8,2,10.5,Droupout
Menikah,Malam,133.1,139.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,49,6,8,6,12.166666666666666,6,8,6,14.428571428571429,Graduate
Lajang,Siang,135.0,110.0,Ya,Tidak,Ya,Laki-Laki,Tidak,23,6,7,6,13.333333333333334,6,6,4,12.75,Graduate
Lajang,Siang,132.0,136.6,Ya,Tidak,Ya,Laki-Laki,Tidak,19,6,7,5,11.4,6,10,3,11.0,Enrolled
Menikah,Malam,120.0,161.1,Tidak,Tidak,Ya,Laki-Laki,Tidak,47,6,9,6,12.142857142857142,6,6,0,0.0,Droupout
Lajang,Siang,130.0,130.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,28,18,36,17,13.058823529411764,12,15,12,12.307692307692308,Graduate
Lajang,Siang,140.0,140.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,21,6,13,4,11.75,6,15,4,10.5,Enrolled
Lajang,Siang,133.1,121.0,Tidak,Ya,Tidak,Laki-Laki,Tidak,21,6,9,5,11.833333333333334,6,8,5,10.0,Droupout
Lajang,Siang,120.0,118.6,Tidak,Tidak,Ya,Laki-Laki,Tidak,21,11,14,10,12.4,10,13,10,11.8,Graduate
Lajang,Siang,140.0,138.3,Tidak,Tidak,Ya,Laki-Laki,Tidak,20,6,8,6,13.428571428571429,6,12,4,11.5,Enrolled
Menikah,Siang,133.1,115.8,Tidak,Tidak,Tidak,Laki-Laki,Tidak,49,5,5,0,0.0,5,9,0,0.0,Droupout
Lajang,Malam,120.0,160.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,40,5,5,5,11.0,5,5,5,13.4,Graduate
Lajang,Siang,125.0,114.5,Tidak,Tidak,Ya,Laki-Laki,Ya,22,6,8,6,13.625,6,8,6,14.428571428571429,Graduate
Lajang,Siang,136.0,117.5,Tidak,Tidak,Ya,Laki-Laki,Tidak,19,5,6,4,11.8,5,7,2,11.5,Enrolled
Lajang,Malam,133.1,121.7,Tidak,Tidak,Ya,Laki-Laki,Tidak,31,5,5,0,0.0,5,7,0,0.0,Droupout
Lajang,Siang,120.0,115.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,30,6,9,2,15.0,6,7,2,13.5,Droupout
Lajang,Siang,127.0,125.3,Tidak,Tidak,Ya,Laki-Laki,Tidak,19,6,9,5,10.8,6,11,5,11.0,Graduate
Lajang,Siang,131.0,131.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,22,5,11,3,13.666666666666666,5,10,3,11.333333333333334,Droupout
Lajang,Siang,127.0,126.3,Tidak,Tidak,Ya,Laki-Laki,Tidak,19,6,8,6,12.833333333333334,6,8,6,13.333333333333334,Graduate
Lajang,Siang,132.0,127.1,Tidak,Tidak,Tidak,Laki-Laki,Tidak,21,0,0,0,0.0,0,0,0,0.0,Droupout
Lajang,Siang,137.0,138.4,Tidak,Tidak,Ya,Laki-Laki,Tidak,19,6,8,6,15.125,6,7,6,13.428571428571429,Graduate
Lajang,Siang,126.0,100.0,Ya,Tidak,Ya,Laki-Laki,Tidak,22,5,11,0,0.0,5,7,1,10.0,Droupout
Lajang,Siang,136.0,126.2,Tidak,Tidak,Ya,Laki-Laki,Tidak,22,6,10,5,11.4,6,8,5,11.0,Graduate
Lajang,Siang,124.0,118.8,Tidak,Tidak,Ya,Laki-Laki,Tidak,19,6,12,4,12.25,6,9,6,11.0,Graduate
Lajang,Siang,137.0,124.5,Tidak,Tidak,Tidak,Laki-Laki,Tidak,26,6,0,0,0.0,6,0,0,0.0,Droupout
Lajang,Siang,140.0,140.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,23,7,12,3,14.0,6,12,1,14.0,Enrolled
Lajang,Siang,131.0,125.1,Tidak,Tidak,Ya,Laki-Laki,Tidak,18,6,7,6,12.333333333333334,6,10,5,10.8,Enrolled
Lajang,Siang,130.0,118.8,Tidak,Ya,Ya,Laki-Laki,Ya,22,5,8,5,10.666666666666666,5,11,2,11.0,Enrolled
Lajang,Siang,136.0,125.2,Ya,Tidak,Ya,Laki-Laki,Tidak,19,5,9,5,11.833333333333334,5,9,5,14.714285714285714,Enrolled
Lajang,Siang,133.1,95.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,20,5,14,0,0.0,5,5,0,0.0,Droupout
Lajang,Siang,110.0,107.6,Ya,Tidak,Ya,Laki-Laki,Ya,22,6,6,6,11.666666666666666,6,6,6,12.166666666666666,Enrolled
Lajang,Siang,140.0,140.0,Ya,Tidak,Tidak,Laki-Laki,Tidak,18,5,7,2,13.0,5,5,0,0.0,Droupout
Bercerai,Malam,133.1,125.4,Tidak,Tidak,Ya,Laki-Laki,Tidak,39,2,5,0,0.0,4,4,0,0.0,Droupout
Lajang,Siang,141.0,128.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,18,8,8,0,0.0,8,8,0,0.0,Droupout
Lajang,Siang,130.0,129.3,Tidak,Tidak,Ya,Laki-Laki,Ya,18,5,5,5,13.0,5,5,5,14.2,Graduate
Lajang,Siang,160.0,152.0,Tidak,Tidak,Ya,Laki-Laki,Ya,19,6,7,6,13.857142857142858,6,6,6,14.0,Graduate
Lajang,Siang,140.0,128.8,Tidak,Tidak,Ya,Laki-Laki,Tidak,18,7,7,6,13.391666666666666,8,8,8,12.4875,Graduate
Lajang,Siang,150.0,152.8,Ya,Tidak,Ya,Laki-Laki,Ya,18,5,7,4,12.75,5,5,0,0.0,Droupout
Lajang,Siang,150.0,150.0,Ya,Tidak,Ya,Laki-Laki,Tidak,22,5,7,4,14.5,5,5,5,14.6,Graduate
Lajang,Siang,133.1,112.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,19,6,7,6,12.166666666666666,6,6,6,12.166666666666666,Graduate
Lajang,Siang,152.0,135.6,Ya,Tidak,Ya,Laki-Laki,Tidak,18,5,5,5,15.4,5,5,5,15.6,Droupout
Lajang,Siang,133.1,134.4,Tidak,Ya,Tidak,Laki-Laki,Tidak,31,5,9,2,13.333333333333334,5,9,2,16.0,Droupout
Lajang,Malam,130.0,120.5,Tidak,Tidak,Ya,Laki-Laki,Tidak,28,5,5,0,0.0,5,5,0,0.0,Droupout
Lajang,Siang,148.0,141.4,Tidak,Tidak,Ya,Laki-Laki,Tidak,19,6,0,0,0.0,6,0,0,0.0,Droupout
Lajang,Siang,148.0,145.2,Tidak,Tidak,Ya,Laki-Laki,Tidak,20,6,7,6,13.714285714285714,6,8,6,14.714285714285714,Graduate
Bercerai,Siang,130.0,140.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,50,6,7,4,12.25,6,7,0,0.0,Droupout
Lajang,Siang,160.0,100.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,38,6,9,5,16.0,6,11,4,16.5,Enrolled
Menikah,Malam,130.0,140.0,Ya,Tidak,Ya,Laki-Laki,Tidak,31,5,8,1,11.0,5,5,1,13.0,Droupout
Lajang,Siang,110.0,126.0,Ya,Tidak,Ya,Laki-Laki,Tidak,27,7,7,7,14.085714285714284,7,7,7,14.085714285714284,Enrolled
Lajang,Siang,122.0,112.6,Ya,Tidak,Ya,Laki-Laki,Tidak,21,6,9,6,10.166666666666666,6,10,6,10.5,Graduate
Menikah,Siang,110.0,106.8,Tidak,Tidak,Ya,Laki-Laki,Tidak,34,5,8,1,10.0,5,9,0,0.0,Droupout
Lajang,Siang,129.0,121.6,Ya,Tidak,Ya,Laki-Laki,Tidak,19,5,10,0,0.0,5,7,1,10.0,Enrolled
Menikah,Malam,110.0,120.0,Ya,Tidak,Tidak,Laki-Laki,Tidak,40,5,10,2,10.5,5,5,3,10.666666666666666,Droupout
Lajang,Siang,170.0,160.6,Ya,Tidak,Ya,Laki-Laki,Ya,18,0,0,0,0.0,0,0,0,0.0,Graduate
Menikah,Siang,110.0,130.0,Tidak,Ya,Tidak,Laki-Laki,Ya,46,6,6,0,0.0,6,6,0,0.0,Droupout
Lajang,Malam,110.0,110.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,37,6,12,0,0.0,5,10,0,0.0,Droupout
Lajang,Siang,133.1,110.0,Ya,Tidak,Ya,Laki-Laki,Tidak,31,6,8,0,0.0,6,10,0,0.0,Droupout
Lajang,Siang,133.1,145.8,Tidak,Tidak,Ya,Laki-Laki,Tidak,34,6,15,5,13.333333333333334,6,15,5,12.4,Graduate
Lajang,Siang,126.0,130.2,Ya,Tidak,Ya,Laki-Laki,Ya,18,0,0,0,0.0,0,0,0,0.0,Droupout
Lajang,Siang,137.0,122.3,Tidak,Tidak,Ya,Laki-Laki,Ya,18,6,7,6,13.571428571428571,6,6,6,14.333333333333334,Graduate
Lajang,Siang,117.0,125.4,Ya,Tidak,Ya,Laki-Laki,Ya,19,6,6,6,12.833333333333334,6,7,6,11.166666666666666,Graduate
Lajang,Malam,100.0,130.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,40,5,6,4,10.25,8,18,5,11.2,Droupout
Lajang,Siang,120.0,150.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,25,6,6,0,0.0,6,6,0,0.0,Droupout
Lajang,Siang,126.0,116.9,Ya,Ya,Ya,Laki-Laki,Tidak,20,5,5,4,14.5,6,8,3,13.333333333333334,Droupout
Lajang,Siang,122.0,114.7,Tidak,Tidak,Ya,Laki-Laki,Tidak,20,5,6,5,15.8,5,8,5,13.714285714285714,Enrolled
Lajang,Siang,111.0,95.8,Ya,Tidak,Tidak,Laki-Laki,Tidak,43,6,0,0,0.0,6,0,0,0.0,Droupout
Lajang,Siang,139.0,133.1,Ya,Tidak,Ya,Laki-Laki,Tidak,18,5,8,4,12.5,5,7,3,14.666666666666666,Enrolled
Lajang,Siang,150.0,150.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,35,18,22,18,11.666666666666666,13,13,12,11.5,Graduate
Lajang,Malam,116.0,118.5,Tidak,Tidak,Ya,Laki-Laki,Tidak,23,5,6,4,13.0,5,5,5,13.0,Graduate
